,Archetype,arrival_time,departure_time,time_in_park,max_wait,attractions_experienced,fastpass_used,total_wait_time,average_wait_time
36769,Tourist,588,960,372,96,2,0,77,38.5
36770,Tourist,588,960,372,104,1,0,53,53.0
36771,Tourist,588,892,304,48,1,0,68,68.0
36772,Tourist,588,960,372,67,1,0,35,35.0
36773,Tourist,588,959,371,30,2,0,125,62.5
36774,Tourist,588,960,372,48,0,0,0,0.0
36775,Tourist,588,960,372,100,2,0,90,45.0
36776,Tourist,588,960,372,35,3,0,144,48.0
36777,Tourist,588,926,338,52,2,0,91,45.5
36778,Tourist,588,960,372,87,0,0,37,0.0
36779,Tourist,588,960,372,97,2,0,140,70.0
36780,Tourist,588,954,366,82,3,0,151,50.333333333333336
36781,Tourist,588,960,372,109,3,0,134,44.666666666666664
36782,Tourist,588,908,320,55,2,0,105,52.5
36783,Tourist,588,960,372,98,2,0,144,72.0
36784,Tourist,588,902,314,103,1,0,71,71.0
36785,Tourist,588,960,372,36,3,0,195,65.0
36786,Tourist,588,960,372,79,0,0,25,0.0
36787,Tourist,588,960,372,33,1,0,56,56.0
36788,Tourist,588,956,368,57,1,0,9,9.0
36789,Tourist,588,960,372,64,1,0,58,58.0
36790,Tourist,588,960,372,65,1,0,34,34.0
36791,Tourist,589,960,371,105,0,0,0,0.0
36792,Tourist,589,960,371,48,1,0,42,42.0
36793,Tourist,589,960,371,109,1,0,71,71.0
36794,Tourist,589,932,343,49,3,0,137,45.666666666666664
36795,Tourist,589,960,371,92,0,0,0,0.0
36796,Tourist,589,960,371,62,4,0,196,49.0
36797,Tourist,589,960,371,120,2,0,104,52.0
36798,Tourist,589,960,371,110,2,0,131,65.5
36799,Tourist,589,960,371,45,3,0,140,46.666666666666664
36800,Tourist,589,960,371,69,1,0,32,32.0
36801,Tourist,589,960,371,96,1,0,79,79.0
36802,Tourist,589,908,319,82,1,0,43,43.0
36803,Tourist,589,910,321,36,2,0,97,48.5
36804,Tourist,589,960,371,100,3,0,120,40.0
36805,Tourist,589,936,347,85,1,0,34,34.0
36806,Tourist,589,960,371,105,2,0,97,48.5
36807,Tourist,589,931,342,33,0,0,2,0.0
36808,Tourist,589,960,371,45,2,0,83,41.5
36809,Tourist,589,960,371,71,1,0,49,49.0
36810,Tourist,589,960,371,55,1,0,42,42.0
36811,Tourist,589,960,371,41,1,0,37,37.0
36812,Tourist,589,960,371,66,2,0,75,37.5
36813,Tourist,589,960,371,104,2,0,110,55.0
36814,Tourist,589,960,371,92,1,0,39,39.0
36815,Tourist,589,960,371,102,4,0,186,46.5
36816,Tourist,590,910,320,80,0,0,0,0.0
36817,Tourist,590,960,370,31,1,0,89,89.0
36818,Tourist,590,960,370,33,1,0,95,95.0
36819,Tourist,590,960,370,80,1,0,41,41.0
36820,Tourist,590,960,370,38,4,0,173,43.25
36821,Tourist,590,960,370,79,0,0,0,0.0
36822,Tourist,590,926,336,42,1,0,7,7.0
36823,Tourist,590,960,370,33,2,0,85,42.5
36824,Tourist,590,960,370,86,1,0,93,93.0
36825,Tourist,590,960,370,83,0,0,0,0.0
36826,Tourist,590,960,370,66,3,0,173,57.666666666666664
36827,Tourist,590,960,370,33,2,0,108,54.0
36828,Tourist,590,960,370,67,2,0,97,48.5
36829,Tourist,590,960,370,105,2,0,119,59.5
36830,Tourist,590,960,370,98,1,0,50,50.0
36831,Tourist,590,960,370,57,0,0,34,0.0
36832,Tourist,590,944,354,118,1,0,62,62.0
36833,Tourist,590,960,370,39,0,0,0,0.0
36834,Tourist,590,960,370,74,1,0,90,90.0
36835,Tourist,590,960,370,45,3,0,127,42.333333333333336
36836,Tourist,590,903,313,49,1,0,75,75.0
36837,Tourist,590,960,370,117,2,0,96,48.0
36838,Tourist,590,960,370,31,2,0,85,42.5
36839,Tourist,590,960,370,57,0,0,26,0.0
36840,Tourist,590,960,370,77,2,0,98,49.0
36841,Tourist,590,895,305,103,1,0,50,50.0
36842,Tourist,590,960,370,30,2,0,86,43.0
36843,Tourist,590,936,346,103,2,0,106,53.0
36844,Tourist,591,960,369,33,1,0,73,73.0
36845,Tourist,591,960,369,43,2,0,116,58.0
36846,Tourist,591,960,369,43,2,0,73,36.5
36847,Tourist,591,960,369,92,2,0,76,38.0
36848,Tourist,591,960,369,104,1,0,38,38.0
36849,Tourist,591,960,369,74,1,0,65,65.0
36850,Tourist,591,960,369,88,1,0,45,45.0
36851,Tourist,591,960,369,109,2,0,100,50.0
36852,Tourist,591,930,339,51,1,0,56,56.0
36853,Tourist,591,945,354,86,1,0,41,41.0
36854,Tourist,591,960,369,48,1,0,31,31.0
36855,Tourist,591,960,369,81,2,0,87,43.5
36856,Tourist,591,960,369,77,1,0,49,49.0
36857,Tourist,591,960,369,81,2,0,88,44.0
36858,Tourist,591,960,369,86,5,0,242,48.4
36859,Tourist,591,960,369,52,2,0,127,63.5
36860,Tourist,591,960,369,46,1,0,41,41.0
36861,Tourist,591,926,335,43,2,0,77,38.5
36862,Tourist,591,891,300,112,0,0,0,0.0
36863,Tourist,591,960,369,85,1,0,89,89.0
36864,Tourist,591,950,359,104,3,0,165,55.0
36865,Tourist,591,947,356,50,0,0,11,0.0
36866,Tourist,591,960,369,70,2,0,101,50.5
36867,Tourist,591,960,369,41,0,0,20,0.0
36868,Tourist,591,960,369,58,1,0,43,43.0
36869,Tourist,591,960,369,37,2,0,109,54.5
36870,Tourist,591,960,369,70,0,0,0,0.0
36871,Tourist,592,960,368,119,1,0,68,68.0
36872,Tourist,592,960,368,77,1,0,58,58.0
36873,Tourist,592,960,368,41,3,0,110,36.666666666666664
36874,Tourist,592,960,368,67,2,0,83,41.5
36875,Tourist,592,960,368,104,3,0,132,44.0
36876,Tourist,592,960,368,51,3,0,133,44.333333333333336
36877,Tourist,592,960,368,92,2,0,111,55.5
36878,Tourist,592,960,368,96,1,0,64,64.0
36879,Tourist,592,960,368,73,1,0,32,32.0
36880,Tourist,592,960,368,119,2,0,115,57.5
36881,Tourist,592,960,368,118,3,0,140,46.666666666666664
36882,Tourist,592,960,368,118,1,0,98,98.0
36883,Tourist,592,960,368,62,2,0,83,41.5
36884,Tourist,592,960,368,87,2,0,117,58.5
36885,Tourist,592,905,313,69,1,0,60,60.0
36886,Tourist,592,960,368,120,1,0,45,45.0
36887,Tourist,592,960,368,80,2,0,164,82.0
36888,Tourist,592,960,368,97,1,0,34,34.0
36889,Tourist,592,960,368,115,3,0,142,47.333333333333336
36890,Tourist,592,938,346,99,1,0,42,42.0
36891,Tourist,593,960,367,43,0,0,35,0.0
36892,Tourist,593,960,367,57,4,0,244,61.0
36893,Tourist,593,960,367,90,2,0,68,34.0
36894,Tourist,593,960,367,90,1,0,39,39.0
36895,Tourist,593,960,367,43,4,0,220,55.0
36896,Tourist,593,960,367,100,0,0,31,0.0
36897,Tourist,593,960,367,115,1,0,61,61.0
36898,Tourist,593,960,367,113,1,0,49,49.0
36899,Tourist,593,933,340,56,2,0,101,50.5
36900,Tourist,593,960,367,62,1,0,45,45.0
36901,Tourist,593,960,367,73,2,0,98,49.0
36902,Tourist,593,960,367,32,0,0,22,0.0
36903,Tourist,593,903,310,96,0,0,0,0.0
36904,Tourist,593,916,323,108,2,0,121,60.5
36905,Tourist,593,960,367,96,3,0,161,53.666666666666664
36906,Tourist,593,960,367,81,3,0,197,65.66666666666667
36907,Tourist,593,960,367,31,1,0,43,43.0
36908,Tourist,593,943,350,55,2,0,103,51.5
36909,Tourist,593,954,361,43,1,0,58,58.0
36910,Tourist,593,944,351,76,1,0,46,46.0
36911,Tourist,593,960,367,55,1,0,75,75.0
36912,Tourist,593,934,341,107,1,0,36,36.0
36913,Tourist,593,940,347,40,0,0,0,0.0
36914,Tourist,593,960,367,107,2,0,86,43.0
36915,Tourist,593,927,334,59,2,0,89,44.5
36916,Tourist,593,960,367,64,2,0,119,59.5
36917,Tourist,593,951,358,90,2,0,101,50.5
36918,Tourist,593,960,367,57,0,0,0,0.0
36919,Tourist,593,960,367,38,2,0,75,37.5
36920,Tourist,593,960,367,50,0,0,0,0.0
36921,Tourist,594,960,366,55,1,0,65,65.0
36922,Tourist,594,960,366,69,1,0,56,56.0
36923,Tourist,594,960,366,116,2,0,114,57.0
36924,Tourist,594,960,366,50,1,0,62,62.0
36925,Tourist,594,960,366,101,3,0,136,45.333333333333336
36926,Tourist,594,923,329,45,1,0,36,36.0
36927,Tourist,594,960,366,89,0,0,28,0.0
36928,Tourist,594,960,366,118,0,0,0,0.0
36929,Tourist,594,960,366,73,1,0,39,39.0
36930,Tourist,594,960,366,53,1,0,36,36.0
36931,Tourist,594,960,366,67,1,0,41,41.0
36932,Tourist,594,960,366,117,2,0,73,36.5
36933,Tourist,594,960,366,60,0,0,1,0.0
36934,Tourist,594,960,366,66,2,0,178,89.0
36935,Tourist,594,960,366,35,1,0,63,63.0
36936,Tourist,594,960,366,96,1,0,123,123.0
36937,Tourist,594,960,366,77,3,0,128,42.666666666666664
36938,Tourist,594,960,366,119,1,0,52,52.0
36939,Tourist,594,913,319,58,1,0,19,19.0
36940,Tourist,594,916,322,72,1,0,67,67.0
36941,Tourist,594,960,366,31,3,0,186,62.0
36942,Tourist,594,948,354,110,2,0,87,43.5
36943,Tourist,594,960,366,105,1,0,35,35.0
36944,Tourist,594,960,366,94,2,0,94,47.0
36945,Tourist,594,960,366,34,2,0,74,37.0
36946,Tourist,594,960,366,104,2,0,92,46.0
36947,Tourist,594,960,366,73,0,0,0,0.0
36948,Tourist,594,960,366,97,3,0,171,57.0
36949,Tourist,594,960,366,98,1,0,32,32.0
36950,Tourist,595,960,365,53,2,0,97,48.5
36951,Tourist,595,960,365,94,2,0,119,59.5
36952,Tourist,595,960,365,53,3,0,154,51.333333333333336
36953,Tourist,595,960,365,101,2,0,147,73.5
36954,Tourist,595,960,365,38,2,0,156,78.0
36955,Tourist,595,960,365,95,0,0,0,0.0
36956,Tourist,595,960,365,47,0,0,31,0.0
36957,Tourist,595,960,365,95,1,0,84,84.0
36958,Tourist,595,960,365,60,2,0,77,38.5
36959,Tourist,595,960,365,31,2,0,99,49.5
36960,Tourist,595,942,347,35,3,0,112,37.333333333333336
36961,Tourist,595,929,334,114,0,0,0,0.0
36962,Tourist,595,960,365,93,2,0,84,42.0
36963,Tourist,595,960,365,92,3,0,151,50.333333333333336
36964,Tourist,595,960,365,117,2,0,122,61.0
36965,Tourist,595,960,365,79,2,0,132,66.0
36966,Tourist,595,960,365,72,3,0,149,49.666666666666664
36967,Tourist,595,923,328,41,2,0,74,37.0
36968,Tourist,595,960,365,111,3,0,154,51.333333333333336
36969,Tourist,595,960,365,104,1,0,44,44.0
36970,Tourist,595,960,365,32,2,0,145,72.5
36971,Tourist,595,960,365,90,0,0,0,0.0
36972,Tourist,595,926,331,88,4,0,203,50.75
36973,Tourist,596,914,318,89,1,0,46,46.0
36974,Tourist,596,960,364,93,0,0,32,0.0
36975,Tourist,596,960,364,117,2,0,110,55.0
36976,Tourist,596,954,358,102,3,0,128,42.666666666666664
36977,Tourist,596,941,345,78,2,0,126,63.0
36978,Tourist,596,902,306,105,1,0,41,41.0
36979,Tourist,596,960,364,94,2,0,118,59.0
36980,Tourist,596,917,321,69,2,0,128,64.0
36981,Tourist,596,960,364,30,2,0,144,72.0
36982,Tourist,596,960,364,117,2,0,109,54.5
36983,Tourist,596,960,364,58,2,0,112,56.0
36984,Tourist,596,960,364,36,2,0,125,62.5
36985,Tourist,596,960,364,111,1,0,45,45.0
36986,Tourist,596,960,364,46,2,0,122,61.0
36987,Tourist,596,960,364,66,1,0,44,44.0
36988,Tourist,596,960,364,86,3,0,121,40.333333333333336
36989,Tourist,596,960,364,98,2,0,82,41.0
36990,Tourist,596,960,364,65,2,0,128,64.0
36991,Tourist,596,960,364,58,1,0,59,59.0
36992,Tourist,596,960,364,53,1,0,89,89.0
36993,Tourist,597,960,363,106,1,0,43,43.0
36994,Tourist,597,903,306,110,1,0,50,50.0
36995,Tourist,597,960,363,34,3,0,137,45.666666666666664
36996,Tourist,597,960,363,99,1,0,45,45.0
36997,Tourist,597,960,363,98,1,0,38,38.0
36998,Tourist,597,914,317,118,2,0,100,50.0
36999,Tourist,597,960,363,54,4,0,193,48.25
37000,Tourist,597,960,363,98,2,0,97,48.5
37001,Tourist,597,960,363,33,3,0,162,54.0
37002,Tourist,597,960,363,43,2,0,86,43.0
37003,Tourist,597,960,363,110,1,0,75,75.0
37004,Tourist,597,960,363,120,2,0,94,47.0
37005,Tourist,597,960,363,57,2,0,95,47.5
37006,Tourist,597,960,363,70,1,0,57,57.0
37007,Tourist,597,960,363,108,1,0,36,36.0
37008,Tourist,597,959,362,116,2,0,84,42.0
37009,Tourist,597,960,363,62,1,0,34,34.0
37010,Tourist,597,960,363,32,2,0,163,81.5
37011,Tourist,597,916,319,44,1,0,83,83.0
37012,Tourist,597,947,350,84,2,0,75,37.5
37013,Tourist,597,960,363,34,2,0,89,44.5
37014,Tourist,597,960,363,115,5,0,241,48.2
37015,Tourist,597,960,363,76,2,0,78,39.0
37016,Tourist,598,960,362,86,0,0,0,0.0
37017,Tourist,598,960,362,92,3,0,110,36.666666666666664
37018,Tourist,598,960,362,90,1,0,86,86.0
37019,Tourist,598,960,362,115,1,0,70,70.0
37020,Tourist,598,960,362,86,2,0,128,64.0
37021,Tourist,598,960,362,45,1,0,36,36.0
37022,Tourist,598,960,362,64,3,0,138,46.0
37023,Tourist,598,960,362,104,3,0,151,50.333333333333336
37024,Tourist,598,960,362,120,2,0,111,55.5
37025,Tourist,598,960,362,67,3,0,149,49.666666666666664
37026,Tourist,598,960,362,86,1,0,53,53.0
37027,Tourist,598,960,362,67,2,0,87,43.5
37028,Tourist,598,960,362,46,2,0,105,52.5
37029,Tourist,598,960,362,113,2,0,79,39.5
37030,Tourist,598,960,362,38,1,0,41,41.0
37031,Tourist,598,953,355,119,3,0,145,48.333333333333336
37032,Tourist,598,960,362,88,3,0,152,50.666666666666664
37033,Tourist,598,960,362,32,3,0,146,48.666666666666664
37034,Tourist,599,960,361,120,1,0,52,52.0
37035,Tourist,599,960,361,59,2,0,95,47.5
37036,Tourist,599,960,361,55,3,0,148,49.333333333333336
37037,Tourist,599,960,361,118,3,0,178,59.333333333333336
37038,Tourist,599,960,361,56,2,0,85,42.5
37039,Tourist,599,951,352,102,2,0,79,39.5
37040,Tourist,599,960,361,45,1,0,62,62.0
37041,Tourist,599,960,361,65,2,0,143,71.5
37042,Tourist,599,960,361,59,1,0,61,61.0
37043,Tourist,599,960,361,70,2,0,87,43.5
37044,Tourist,599,960,361,73,1,0,37,37.0
37045,Tourist,599,918,319,72,1,0,79,79.0
37046,Tourist,599,960,361,51,2,0,80,40.0
37047,Tourist,599,960,361,90,1,0,79,79.0
37048,Tourist,599,960,361,34,2,0,103,51.5
37049,Tourist,599,960,361,65,2,0,78,39.0
37050,Tourist,599,960,361,96,4,0,250,62.5
37051,Tourist,599,960,361,100,3,0,143,47.666666666666664
37052,Tourist,599,960,361,61,2,0,88,44.0
37053,Tourist,599,960,361,119,2,0,85,42.5
37054,Tourist,599,960,361,106,2,0,155,77.5
37055,Tourist,599,960,361,110,1,0,52,52.0
37056,Tourist,599,946,347,106,1,0,49,49.0
37057,Tourist,599,960,361,106,0,0,18,0.0
37058,Tourist,599,953,354,76,2,0,66,33.0
37059,Tourist,599,960,361,106,1,0,49,49.0
37060,Tourist,599,960,361,68,1,0,37,37.0
37061,Tourist,599,960,361,66,1,0,40,40.0
37062,Tourist,599,960,361,55,1,0,39,39.0
37063,Tourist,599,960,361,39,2,0,120,60.0
37064,Tourist,599,960,361,117,0,0,33,0.0
37065,Tourist,600,960,360,100,1,0,60,60.0
37066,Tourist,600,960,360,50,2,0,88,44.0
37067,Tourist,600,960,360,99,1,0,67,67.0
37068,Tourist,600,960,360,106,0,0,32,0.0
37069,Tourist,600,960,360,116,2,0,116,58.0
37070,Tourist,600,960,360,96,2,0,124,62.0
37071,Tourist,600,960,360,102,2,0,125,62.5
37072,Tourist,600,960,360,117,1,0,69,69.0
37073,Tourist,600,960,360,46,2,0,97,48.5
37074,Tourist,600,960,360,33,1,0,50,50.0
37075,Tourist,600,960,360,86,3,0,176,58.666666666666664
37076,Tourist,600,960,360,58,1,0,40,40.0
37077,Tourist,600,960,360,47,1,0,68,68.0
37078,Tourist,600,959,359,96,1,0,24,24.0
37079,Tourist,600,960,360,41,3,0,148,49.333333333333336
37080,Tourist,600,960,360,71,3,0,121,40.333333333333336
37081,Tourist,600,960,360,80,2,0,114,57.0
37082,Tourist,600,960,360,109,2,0,120,60.0
37083,Tourist,600,960,360,99,3,0,137,45.666666666666664
37084,Tourist,601,960,359,63,1,0,60,60.0
37085,Tourist,601,960,359,119,2,0,87,43.5
37086,Tourist,601,945,344,106,1,0,2,2.0
37087,Tourist,601,960,359,89,1,0,60,60.0
37088,Tourist,601,960,359,84,1,0,52,52.0
37089,Tourist,601,960,359,117,0,0,3,0.0
37090,Tourist,601,960,359,60,2,0,119,59.5
37091,Tourist,601,960,359,92,3,0,173,57.666666666666664
37092,Tourist,601,960,359,111,3,0,171,57.0
37093,Tourist,601,904,303,72,1,0,52,52.0
37094,Tourist,601,960,359,110,3,0,167,55.666666666666664
37095,Tourist,601,960,359,100,2,0,84,42.0
37096,Tourist,601,942,341,65,0,0,0,0.0
37097,Tourist,601,960,359,108,2,0,99,49.5
37098,Tourist,601,960,359,62,1,0,39,39.0
37099,Tourist,601,960,359,65,0,0,0,0.0
37100,Tourist,602,909,307,46,2,0,95,47.5
37101,Tourist,602,922,320,87,0,0,0,0.0
37102,Tourist,602,960,358,36,2,0,91,45.5
37103,Tourist,602,960,358,98,1,0,60,60.0
37104,Tourist,602,960,358,50,2,0,78,39.0
37105,Tourist,602,960,358,89,2,0,139,69.5
37106,Tourist,602,960,358,113,1,0,35,35.0
37107,Tourist,602,960,358,41,3,0,170,56.666666666666664
37108,Tourist,602,960,358,42,2,0,80,40.0
37109,Tourist,602,936,334,115,1,0,14,14.0
37110,Tourist,602,960,358,120,1,0,55,55.0
37111,Tourist,602,943,341,106,0,0,0,0.0
37112,Tourist,602,960,358,44,2,0,89,44.5
37113,Tourist,602,960,358,57,2,0,113,56.5
37114,Tourist,602,960,358,93,2,0,102,51.0
37115,Tourist,602,960,358,48,2,0,127,63.5
37116,Tourist,602,960,358,91,1,0,40,40.0
37117,Tourist,602,960,358,56,2,0,117,58.5
37118,Tourist,602,960,358,79,2,0,79,39.5
37119,Tourist,602,960,358,113,0,0,15,0.0
37120,Tourist,602,949,347,52,1,0,44,44.0
37121,Tourist,602,955,353,35,1,0,22,22.0
37122,Tourist,602,960,358,111,0,0,8,0.0
37123,Tourist,602,960,358,65,1,0,34,34.0
37124,Tourist,603,960,357,33,2,0,85,42.5
37125,Tourist,603,960,357,50,2,0,121,60.5
37126,Tourist,603,960,357,35,2,0,116,58.0
37127,Tourist,603,960,357,120,2,0,106,53.0
37128,Tourist,603,960,357,56,2,0,137,68.5
37129,Tourist,603,960,357,85,2,0,111,55.5
37130,Tourist,603,960,357,34,0,0,23,0.0
37131,Tourist,603,960,357,38,1,0,65,65.0
37132,Tourist,603,960,357,94,1,0,64,64.0
37133,Tourist,603,960,357,36,1,0,48,48.0
37134,Tourist,603,960,357,79,1,0,43,43.0
37135,Tourist,603,960,357,46,0,0,0,0.0
37136,Tourist,603,960,357,46,0,0,35,0.0
37137,Tourist,603,938,335,72,1,0,28,28.0
37138,Tourist,603,960,357,31,2,0,85,42.5
37139,Tourist,603,960,357,99,1,0,44,44.0
37140,Tourist,603,960,357,79,2,0,130,65.0
37141,Tourist,604,960,356,95,1,0,59,59.0
37142,Tourist,604,960,356,50,1,0,34,34.0
37143,Tourist,604,960,356,79,1,0,46,46.0
37144,Tourist,604,960,356,63,1,0,50,50.0
37145,Tourist,604,960,356,67,2,0,96,48.0
37146,Tourist,604,960,356,117,0,0,0,0.0
37147,Tourist,604,918,314,96,1,0,37,37.0
37148,Tourist,604,960,356,111,1,0,47,47.0
37149,Tourist,604,960,356,37,1,0,36,36.0
37150,Tourist,604,960,356,111,2,0,114,57.0
37151,Tourist,604,960,356,33,0,0,0,0.0
37152,Tourist,604,960,356,46,2,0,91,45.5
37153,Tourist,604,960,356,45,3,0,134,44.666666666666664
37154,Tourist,604,960,356,85,1,0,91,91.0
37155,Tourist,604,960,356,89,3,0,152,50.666666666666664
37156,Tourist,604,960,356,86,0,0,31,0.0
37157,Tourist,604,960,356,80,1,0,46,46.0
37158,Tourist,604,960,356,87,4,0,155,38.75
37159,Tourist,604,960,356,34,0,0,0,0.0
37160,Tourist,604,960,356,79,3,0,196,65.33333333333333
37161,Tourist,604,960,356,31,0,0,0,0.0
37162,Tourist,604,953,349,66,1,0,43,43.0
37163,Tourist,604,960,356,68,3,0,144,48.0
37164,Tourist,604,960,356,101,2,0,79,39.5
37165,Tourist,604,960,356,116,0,0,0,0.0
37166,Tourist,604,960,356,45,2,0,84,42.0
37167,Tourist,604,960,356,61,2,0,115,57.5
37168,Tourist,605,960,355,83,1,0,36,36.0
37169,Tourist,605,960,355,120,1,0,55,55.0
37170,Tourist,605,942,337,69,1,0,36,36.0
37171,Tourist,605,960,355,45,2,0,109,54.5
37172,Tourist,605,935,330,97,0,0,0,0.0
37173,Tourist,605,960,355,90,3,0,128,42.666666666666664
37174,Tourist,605,923,318,64,1,0,43,43.0
37175,Tourist,605,960,355,110,0,0,19,0.0
37176,Tourist,605,960,355,61,1,0,42,42.0
37177,Tourist,605,956,351,74,2,0,118,59.0
37178,Tourist,605,960,355,117,1,0,58,58.0
37179,Tourist,605,960,355,95,1,0,85,85.0
37180,Tourist,605,960,355,68,2,0,75,37.5
37181,Tourist,605,960,355,35,1,0,83,83.0
37182,Tourist,605,919,314,52,1,0,41,41.0
37183,Tourist,605,960,355,56,0,0,0,0.0
37184,Tourist,605,960,355,77,2,0,93,46.5
37185,Tourist,605,960,355,105,2,0,109,54.5
37186,Tourist,605,960,355,37,1,0,48,48.0
37187,Tourist,606,960,354,120,1,0,55,55.0
37188,Tourist,606,960,354,79,2,0,119,59.5
37189,Tourist,606,960,354,88,3,0,153,51.0
37190,Tourist,606,960,354,101,2,0,84,42.0
37191,Tourist,606,960,354,109,3,0,149,49.666666666666664
37192,Tourist,606,960,354,90,4,0,215,53.75
37193,Tourist,606,960,354,34,2,0,86,43.0
37194,Tourist,606,960,354,32,1,0,46,46.0
37195,Tourist,606,960,354,119,1,0,59,59.0
37196,Tourist,606,960,354,76,1,0,79,79.0
37197,Tourist,606,960,354,81,1,0,39,39.0
37198,Tourist,606,960,354,91,2,0,94,47.0
37199,Tourist,606,960,354,33,1,0,84,84.0
37200,Tourist,606,960,354,85,1,0,79,79.0
37201,Tourist,606,960,354,119,2,0,96,48.0
37202,Tourist,606,960,354,33,3,0,153,51.0
37203,Tourist,606,960,354,111,4,0,218,54.5
37204,Tourist,606,933,327,62,1,0,45,45.0
37205,Tourist,606,960,354,58,1,0,87,87.0
37206,Tourist,606,960,354,116,2,0,79,39.5
37207,Tourist,606,960,354,60,0,0,7,0.0
37208,Tourist,606,960,354,86,2,0,95,47.5
37209,Tourist,606,960,354,100,2,0,88,44.0
37210,Tourist,606,938,332,83,3,0,109,36.333333333333336
37211,Tourist,606,960,354,90,1,0,39,39.0
37212,Tourist,606,948,342,65,4,0,206,51.5
37213,Tourist,606,960,354,74,1,0,73,73.0
37214,Tourist,607,949,342,99,1,0,58,58.0
37215,Tourist,607,960,353,98,1,0,44,44.0
37216,Tourist,607,960,353,107,3,0,148,49.333333333333336
37217,Tourist,607,960,353,104,3,0,164,54.666666666666664
37218,Tourist,607,960,353,78,1,0,34,34.0
37219,Tourist,607,960,353,59,3,0,169,56.333333333333336
37220,Tourist,607,960,353,110,1,0,89,89.0
37221,Tourist,607,949,342,48,4,0,175,43.75
37222,Tourist,607,960,353,96,2,0,114,57.0
37223,Tourist,607,960,353,50,0,0,0,0.0
37224,Tourist,607,928,321,47,1,0,65,65.0
37225,Tourist,607,955,348,52,0,0,0,0.0
37226,Tourist,607,960,353,87,2,0,127,63.5
37227,Tourist,607,960,353,97,2,0,162,81.0
37228,Tourist,607,960,353,34,3,0,136,45.333333333333336
37229,Tourist,607,960,353,77,3,0,175,58.333333333333336
37230,Tourist,607,960,353,88,2,0,120,60.0
37231,Tourist,607,960,353,83,1,0,88,88.0
37232,Tourist,607,960,353,120,1,0,73,73.0
37233,Tourist,607,960,353,52,2,0,108,54.0
37234,Tourist,607,960,353,104,0,0,21,0.0
37235,Tourist,607,914,307,60,1,0,41,41.0
37236,Tourist,607,960,353,35,2,0,88,44.0
37237,Tourist,608,960,352,53,1,0,90,90.0
37238,Tourist,608,960,352,88,2,0,118,59.0
37239,Tourist,608,960,352,41,2,0,140,70.0
37240,Tourist,608,960,352,75,2,0,161,80.5
37241,Tourist,608,960,352,54,2,0,143,71.5
37242,Tourist,608,960,352,106,2,0,106,53.0
37243,Tourist,608,960,352,33,4,0,186,46.5
37244,Tourist,608,960,352,107,2,0,98,49.0
37245,Tourist,608,960,352,90,2,0,101,50.5
37246,Tourist,608,960,352,65,2,0,116,58.0
37247,Tourist,608,960,352,72,3,0,129,43.0
37248,Tourist,608,960,352,46,1,0,38,38.0
37249,Tourist,608,960,352,105,1,0,54,54.0
37250,Tourist,608,960,352,68,1,0,50,50.0
37251,Tourist,608,960,352,43,2,0,95,47.5
37252,Tourist,608,960,352,107,2,0,113,56.5
37253,Tourist,608,960,352,77,2,0,129,64.5
37254,Tourist,608,960,352,69,4,0,181,45.25
37255,Tourist,608,960,352,61,2,0,95,47.5
37256,Tourist,608,960,352,91,1,0,50,50.0
37257,Tourist,608,960,352,71,2,0,93,46.5
37258,Tourist,608,960,352,44,1,0,40,40.0
37259,Tourist,608,960,352,88,1,0,48,48.0
37260,Tourist,608,960,352,41,2,0,154,77.0
37261,Tourist,608,960,352,72,2,0,130,65.0
37262,Tourist,609,960,351,79,0,0,0,0.0
37263,Tourist,609,960,351,50,1,0,75,75.0
37264,Tourist,609,960,351,42,1,0,38,38.0
37265,Tourist,609,960,351,81,1,0,67,67.0
37266,Tourist,609,960,351,76,1,0,42,42.0
37267,Tourist,609,960,351,89,1,0,69,69.0
37268,Tourist,609,960,351,102,2,0,134,67.0
37269,Tourist,609,960,351,98,2,0,93,46.5
37270,Tourist,609,960,351,76,0,0,31,0.0
37271,Tourist,609,960,351,67,3,0,190,63.333333333333336
37272,Tourist,609,960,351,71,0,0,0,0.0
37273,Tourist,609,960,351,60,2,0,95,47.5
37274,Tourist,609,947,338,70,1,0,67,67.0
37275,Tourist,609,949,340,66,2,0,86,43.0
37276,Tourist,609,960,351,73,1,0,68,68.0
37277,Tourist,609,960,351,106,1,0,46,46.0
37278,Tourist,609,960,351,84,1,0,54,54.0
37279,Tourist,609,960,351,50,1,0,73,73.0
37280,Tourist,609,960,351,55,1,0,65,65.0
37281,Tourist,610,960,350,119,1,0,43,43.0
37282,Tourist,610,960,350,102,0,0,17,0.0
37283,Tourist,610,960,350,40,1,0,57,57.0
37284,Tourist,610,960,350,50,2,0,94,47.0
37285,Tourist,610,960,350,94,3,0,131,43.666666666666664
37286,Tourist,610,960,350,118,1,0,32,32.0
37287,Tourist,610,960,350,80,1,0,34,34.0
37288,Tourist,610,960,350,87,0,0,25,0.0
37289,Tourist,610,924,314,103,4,0,159,39.75
37290,Tourist,610,960,350,82,1,0,45,45.0
37291,Tourist,610,960,350,83,2,0,89,44.5
37292,Tourist,610,960,350,88,0,0,3,0.0
37293,Tourist,610,955,345,37,1,0,44,44.0
37294,Tourist,610,937,327,108,1,0,42,42.0
37295,Tourist,610,960,350,75,1,0,59,59.0
37296,Tourist,610,960,350,44,2,0,133,66.5
